customer_id,industry,signup_date,subscription_tier,mrr,churn_status,churn_date
CUST-00934,Tech,2024-05-24,Enterprise,199,Active,
CUST-00935,Finance,2026-02-14,Basic,19,Active,
CUST-00936,Education,2025-03-01,Basic,19,Active,
CUST-00937,Finance,2024-06-21,Basic,19,Active,
CUST-00938,Education,2025-12-14,Pro,49,Active,
CUST-00939,Retail,2025-01-13,Pro,49,Active,
CUST-00940,Tech,2025-07-20,Pro,49,Active,
CUST-00941,Retail,2024-06-17,Pro,49,Churned,2024-09-19
CUST-00942,Finance,2025-03-25,Basic,19,Active,
CUST-00943,Retail,2024-09-06,Basic,19,Active,
CUST-00944,Healthcare,2025-08-18,Basic,19,Active,
CUST-00945,Tech,2024-02-11,Pro,49,Churned,2024-04-08
CUST-00946,Tech,2024-05-16,Pro,49,Active,
CUST-00947,Education,2024-04-12,Basic,19,Active,
CUST-00948,Tech,2025-10-09,Pro,49,Active,
CUST-00949,Education,2025-09-19,Basic,19,Active,
CUST-00950,Retail,2025-01-20,Pro,49,Active,
CUST-00951,Healthcare,2026-03-07,Pro,49,Churned,2026-03-31
CUST-00952,Education,2024-06-10,Pro,49,Active,
CUST-00953,Education,2024-01-17,Pro,49,Churned,2024-05-14
CUST-00954,Retail,2025-05-13,Enterprise,199,Active,
CUST-00955,Tech,2024-03-23,Basic,19,Active,
CUST-00956,Retail,2024-01-07,Basic,19,Active,
CUST-00957,Tech,2024-01-08,Pro,49,Active,
CUST-00958,Finance,2024-07-02,Enterprise,199,Active,
CUST-00959,Finance,2024-04-01,Pro,49,Churned,2024-07-18
CUST-00960,Healthcare,2025-12-24,Enterprise,199,Active,
CUST-00961,Healthcare,2025-10-29,Pro,49,Churned,2026-03-31
CUST-00962,Finance,2025-08-30,Basic,19,Active,
CUST-00963,Retail,2024-10-17,Enterprise,199,Active,
CUST-00964,Education,2025-03-02,Pro,49,Active,
CUST-00965,Tech,2025-12-11,Pro,49,Active,
CUST-00966,Tech,2026-03-02,Basic,19,Active,
CUST-00967,Tech,2025-05-02,Basic,19,Active,
CUST-00968,Retail,2025-12-09,Enterprise,199,Active,
CUST-00969,Finance,2024-05-09,Enterprise,199,Active,
CUST-00970,Education,2024-07-30,Basic,19,Active,
CUST-00971,Tech,2024-05-26,Basic,19,Active,
CUST-00972,Tech,2025-10-17,Enterprise,199,Active,
CUST-00973,Retail,2024-10-04,Pro,49,Active,
CUST-00974,Education,2025-06-19,Basic,19,Active,
CUST-00975,Tech,2025-04-06,Basic,19,Active,
CUST-00976,Finance,2025-02-25,Pro,49,Active,
CUST-00977,Tech,2024-09-01,Pro,49,Churned,2025-01-02
CUST-00978,Education,2024-06-27,Basic,19,Active,
CUST-00979,Tech,2025-09-17,Basic,19,Active,
CUST-00980,Finance,2025-12-09,Pro,49,Active,
CUST-00981,Tech,2024-02-08,Basic,19,Active,
CUST-00982,Retail,2025-09-02,Pro,49,Active,
CUST-00983,Tech,2024-07-03,Pro,49,Active,
CUST-00984,Finance,2026-01-04,Basic,19,Active,
CUST-00985,Healthcare,2025-05-26,Pro,49,Active,
CUST-00986,Healthcare,2025-09-18,Pro,49,Churned,2025-12-27
CUST-00987,Education,2024-03-31,Basic,19,Active,
CUST-00988,Finance,2025-10-04,Basic,19,Active,
CUST-00989,Healthcare,2024-11-04,Basic,19,Active,
CUST-00990,Tech,2024-12-22,Pro,49,Churned,2025-06-08
CUST-00991,Finance,2025-03-04,Pro,49,Active,
CUST-00992,Tech,2024-01-05,Basic,19,Active,
CUST-00993,Finance,2025-07-25,Pro,49,Churned,2025-10-08
CUST-00994,Finance,2024-08-29,Basic,19,Active,
CUST-00995,Education,2024-07-15,Basic,19,Active,
CUST-00996,Tech,2024-04-30,Basic,19,Active,
CUST-00997,Tech,2025-06-26,Basic,19,Active,
CUST-00998,Finance,2024-04-07,Basic,19,Churned,2024-07-12
CUST-00999,Education,2025-09-25,Basic,19,Active,
CUST-01000,Retail,2025-01-05,Pro,49,Active,
CUST-01001,Tech,2026-02-18,Basic,19,Active,
CUST-01002,Healthcare,2025-07-06,Basic,19,Churned,2025-11-11
CUST-01003,Finance,2025-06-03,Basic,19,Active,
CUST-01004,Education,2024-08-12,Enterprise,199,Active,
CUST-01005,Tech,2025-04-20,Basic,19,Churned,2025-06-28
CUST-01006,Tech,2026-02-27,Basic,19,Active,
CUST-01007,Tech,2025-10-03,Enterprise,199,Active,
CUST-01008,Tech,2025-11-06,Pro,49,Active,
CUST-01009,Retail,2024-08-01,Enterprise,199,Active,
CUST-01010,Finance,2024-10-10,Basic,19,Active,
CUST-01011,Healthcare,2024-02-24,Basic,19,Active,
CUST-01012,Healthcare,2024-07-17,Basic,19,Active,
CUST-01013,Finance,2024-04-25,Enterprise,199,Active,
CUST-01014,Tech,2024-06-01,Pro,49,Active,
CUST-01015,Retail,2025-12-02,Basic,19,Active,
CUST-01016,Tech,2025-04-30,Basic,19,Active,
CUST-01017,Tech,2025-05-24,Enterprise,199,Active,
CUST-01018,Finance,2024-06-29,Pro,49,Active,
CUST-01019,Tech,2024-06-12,Pro,49,Active,
CUST-01020,Retail,2025-11-17,Basic,19,Active,
CUST-01021,Tech,2024-02-14,Basic,19,Active,
CUST-01022,Tech,2024-02-25,Basic,19,Active,
CUST-01023,Retail,2025-10-22,Enterprise,199,Active,
CUST-01024,Tech,2025-01-07,Pro,49,Active,
CUST-01025,Tech,2024-10-18,Pro,49,Active,
CUST-01026,Education,2024-08-02,Pro,49,Active,
CUST-01027,Tech,2025-03-21,Basic,19,Active,
CUST-01028,Retail,2024-09-14,Pro,49,Active,
CUST-01029,Tech,2024-12-08,Pro,49,Churned,2025-02-23
CUST-01030,Tech,2025-09-23,Pro,49,Active,
CUST-01031,Tech,2026-02-15,Pro,49,Active,
CUST-01032,Tech,2025-04-09,Basic,19,Active,
CUST-01033,Healthcare,2024-02-14,Basic,19,Active,
CUST-01034,Tech,2024-04-16,Enterprise,199,Active,
CUST-01035,Tech,2026-01-28,Basic,19,Active,
CUST-01036,Retail,2024-02-23,Pro,49,Active,
CUST-01037,Tech,2025-07-04,Pro,49,Churned,2025-10-11
CUST-01038,Tech,2024-06-29,Pro,49,Active,
CUST-01039,Tech,2024-06-10,Pro,49,Active,
CUST-01040,Tech,2024-01-30,Basic,19,Churned,2024-06-22
CUST-01041,Healthcare,2025-05-11,Pro,49,Churned,2025-10-13
CUST-01042,Finance,2025-06-11,Basic,19,Active,
CUST-01043,Healthcare,2024-04-28,Basic,19,Active,
CUST-01044,Finance,2024-03-13,Basic,19,Active,
CUST-01045,Retail,2024-08-28,Basic,19,Active,
CUST-01046,Finance,2026-01-08,Basic,19,Active,
CUST-01047,Tech,2025-03-31,Basic,19,Active,
CUST-01048,Finance,2025-08-29,Basic,19,Active,
CUST-01049,Education,2025-08-16,Pro,49,Active,
CUST-01050,Tech,2024-11-29,Pro,49,Active,
CUST-01051,Retail,2025-03-05,Pro,49,Active,
CUST-01052,Retail,2024-07-22,Basic,19,Active,
CUST-01053,Finance,2026-02-04,Basic,19,Active,
CUST-01054,Finance,2025-11-24,Basic,19,Active,
CUST-01055,Education,2024-11-29,Pro,49,Churned,2025-04-20
CUST-01056,Tech,2024-08-23,Pro,49,Active,
CUST-01057,Finance,2026-03-08,Basic,19,Active,
CUST-01058,Finance,2024-04-22,Basic,19,Active,
CUST-01059,Healthcare,2024-11-29,Basic,19,Churned,2025-01-24
CUST-01060,Finance,2024-08-21,Basic,19,Active,
CUST-01061,Education,2024-04-10,Pro,49,Active,
CUST-01062,Tech,2024-08-30,Pro,49,Churned,2025-01-28
CUST-01063,Tech,2026-01-25,Pro,49,Active,
CUST-01064,Healthcare,2025-02-26,Pro,49,Churned,2025-07-22
CUST-01065,Tech,2024-07-23,Enterprise,199,Active,
CUST-01066,Tech,2025-01-19,Basic,19,Active,
CUST-01067,Healthcare,2024-08-13,Basic,19,Active,
CUST-01068,Finance,2024-03-16,Basic,19,Active,
CUST-01069,Tech,2025-04-27,Basic,19,Active,
CUST-01070,Education,2025-08-22,Pro,49,Churned,2025-12-20
CUST-01071,Finance,2025-05-11,Enterprise,199,Active,
CUST-01072,Finance,2024-02-25,Basic,19,Active,
CUST-01073,Healthcare,2025-03-22,Basic,19,Active,
CUST-01074,Tech,2024-05-28,Basic,19,Active,
CUST-01075,Healthcare,2024-08-09,Enterprise,199,Active,
CUST-01076,Retail,2025-09-16,Pro,49,Active,
CUST-01077,Healthcare,2025-04-10,Basic,19,Active,
CUST-01078,Retail,2024-07-01,Pro,49,Churned,2024-09-24
CUST-01079,Healthcare,2025-01-31,Pro,49,Active,
CUST-01080,Tech,2025-01-17,Basic,19,Active,
CUST-01081,Finance,2024-05-19,Basic,19,Active,
CUST-01082,Tech,2025-04-13,Pro,49,Active,
CUST-01083,Tech,2026-01-07,Pro,49,Churned,2026-03-31
CUST-01084,Finance,2024-07-17,Enterprise,199,Active,
CUST-01085,Finance,2025-10-09,Enterprise,199,Active,
CUST-01086,Tech,2025-01-02,Basic,19,Active,
CUST-01087,Finance,2024-10-03,Enterprise,199,Active,
CUST-01088,Healthcare,2024-07-26,Enterprise,199,Active,
CUST-01089,Tech,2024-12-09,Basic,19,Active,
CUST-01090,Tech,2024-05-10,Basic,19,Active,
CUST-01091,Education,2024-02-02,Basic,19,Active,
CUST-01092,Tech,2025-12-09,Basic,19,Active,
CUST-01093,Retail,2025-08-05,Pro,49,Active,
CUST-01094,Tech,2024-03-02,Pro,49,Active,
CUST-01095,Tech,2024-10-14,Enterprise,199,Active,
CUST-01096,Healthcare,2024-05-19,Enterprise,199,Active,
CUST-01097,Retail,2024-04-23,Basic,19,Active,
CUST-01098,Finance,2025-04-21,Basic,19,Active,
CUST-01099,Finance,2025-04-14,Pro,49,Active,
CUST-01100,Finance,2025-03-04,Enterprise,199,Active,
CUST-01101,Tech,2024-06-24,Enterprise,199,Active,
CUST-01102,Tech,2026-02-17,Basic,19,Active,
CUST-01103,Tech,2024-12-17,Enterprise,199,Active,
CUST-01104,Healthcare,2024-08-13,Pro,49,Churned,2025-01-16
CUST-01105,Retail,2024-10-29,Pro,49,Active,
CUST-01106,Retail,2025-09-10,Basic,19,Active,
CUST-01107,Healthcare,2024-06-09,Enterprise,199,Active,
CUST-01108,Education,2025-10-15,Basic,19,Active,
CUST-01109,Healthcare,2025-09-18,Basic,19,Churned,2026-02-12
CUST-01110,Tech,2024-06-23,Basic,19,Active,
CUST-01111,Finance,2025-08-14,Enterprise,199,Churned,2025-12-19
CUST-01112,Tech,2025-07-20,Enterprise,199,Churned,2025-10-27
CUST-01113,Healthcare,2024-08-23,Basic,19,Active,
CUST-01114,Tech,2024-03-29,Basic,19,Active,
CUST-01115,Tech,2025-02-25,Basic,19,Active,
CUST-01116,Retail,2025-06-18,Enterprise,199,Active,
CUST-01117,Tech,2025-05-15,Enterprise,199,Active,
CUST-01118,Retail,2024-08-09,Pro,49,Active,
CUST-01119,Finance,2025-08-28,Basic,19,Active,
CUST-01120,Retail,2025-04-29,Enterprise,199,Active,
CUST-01121,Retail,2025-04-18,Basic,19,Active,
CUST-01122,Education,2024-10-12,Pro,49,Active,
CUST-01123,Retail,2024-01-15,Basic,19,Active,
CUST-01124,Healthcare,2026-01-17,Basic,19,Active,
CUST-01125,Healthcare,2025-03-14,Enterprise,199,Active,
CUST-01126,Tech,2026-01-23,Basic,19,Active,
CUST-01127,Education,2024-09-09,Pro,49,Active,
CUST-01128,Retail,2024-09-10,Basic,19,Active,
CUST-01129,Tech,2024-12-01,Pro,49,Active,
CUST-01130,Tech,2025-03-20,Pro,49,Active,
CUST-01131,Healthcare,2025-08-16,Enterprise,199,Active,
CUST-01132,Tech,2024-08-15,Basic,19,Active,
CUST-01133,Tech,2025-08-28,Basic,19,Active,
CUST-01134,Tech,2024-06-01,Pro,49,Active,
CUST-01135,Retail,2025-08-10,Basic,19,Active,
CUST-01136,Finance,2024-01-06,Enterprise,199,Active,
CUST-01137,Finance,2025-03-03,Basic,19,Active,
CUST-01138,Tech,2024-02-15,Pro,49,Churned,2024-07-08
CUST-01139,Healthcare,2024-02-11,Enterprise,199,Active,
CUST-01140,Tech,2025-04-26,Enterprise,199,Active,
CUST-01141,Healthcare,2026-01-21,Enterprise,199,Active,
CUST-01142,Tech,2026-02-26,Pro,49,Active,
CUST-01143,Finance,2025-05-31,Basic,19,Active,
CUST-01144,Tech,2024-02-04,Basic,19,Active,
CUST-01145,Tech,2025-03-11,Enterprise,199,Active,
CUST-01146,Healthcare,2025-06-27,Enterprise,199,Active,
CUST-01147,Retail,2025-02-07,Pro,49,Active,
CUST-01148,Finance,2025-05-05,Pro,49,Active,
CUST-01149,Tech,2025-12-14,Basic,19,Active,
CUST-01150,Tech,2024-04-10,Enterprise,199,Churned,2024-09-07
CUST-01151,Tech,2025-04-08,Basic,19,Active,
CUST-01152,Healthcare,2025-05-22,Basic,19,Active,
CUST-01153,Healthcare,2024-09-03,Basic,19,Active,
CUST-01154,Tech,2024-03-26,Enterprise,199,Active,
CUST-01155,Healthcare,2025-07-25,Basic,19,Active,
CUST-01156,Finance,2026-02-10,Pro,49,Churned,2026-03-31
CUST-01157,Finance,2024-01-13,Basic,19,Active,
CUST-01158,Tech,2025-12-10,Basic,19,Active,
CUST-01159,Retail,2026-01-19,Pro,49,Active,
CUST-01160,Tech,2025-02-20,Pro,49,Active,
CUST-01161,Finance,2024-08-11,Basic,19,Active,
CUST-01162,Tech,2024-05-15,Basic,19,Active,
CUST-01163,Healthcare,2025-01-02,Enterprise,199,Active,
CUST-01164,Finance,2024-10-29,Pro,49,Active,
CUST-01165,Healthcare,2024-09-01,Enterprise,199,Active,
CUST-01166,Tech,2025-10-25,Pro,49,Active,
CUST-01167,Tech,2024-04-02,Basic,19,Active,
CUST-01168,Finance,2024-01-17,Pro,49,Active,
CUST-01169,Tech,2025-05-06,Enterprise,199,Active,
CUST-01170,Tech,2025-11-16,Pro,49,Active,
CUST-01171,Tech,2024-11-08,Basic,19,Active,
CUST-01172,Tech,2024-06-14,Pro,49,Active,
CUST-01173,Tech,2025-12-21,Pro,49,Active,
CUST-01174,Tech,2025-04-15,Pro,49,Active,
CUST-01175,Tech,2025-08-07,Pro,49,Active,
CUST-01176,Healthcare,2026-02-04,Basic,19,Active,
CUST-01177,Tech,2025-08-20,Basic,19,Active,
CUST-01178,Tech,2024-01-25,Basic,19,Churned,2024-06-10
CUST-01179,Healthcare,2025-04-10,Basic,19,Active,
CUST-01180,Finance,2025-04-19,Pro,49,Churned,2025-07-28
CUST-01181,Retail,2026-03-01,Basic,19,Active,
CUST-01182,Retail,2024-05-21,Pro,49,Churned,2024-09-11
CUST-01183,Tech,2025-12-21,Basic,19,Active,
CUST-01184,Retail,2025-02-19,Basic,19,Active,
CUST-01185,Tech,2024-07-08,Basic,19,Active,
CUST-01186,Tech,2025-01-14,Basic,19,Active,
CUST-01187,Education,2025-10-03,Basic,19,Active,
CUST-01188,Retail,2025-04-20,Enterprise,199,Active,
CUST-01189,Finance,2025-12-21,Basic,19,Churned,2026-03-31
CUST-01190,Finance,2025-10-10,Basic,19,Active,
CUST-01191,Healthcare,2024-01-02,Basic,19,Active,
CUST-01192,Finance,2025-10-04,Pro,49,Active,
CUST-01193,Tech,2024-03-13,Basic,19,Active,
CUST-01194,Tech,2025-01-29,Pro,49,Churned,2025-07-20
CUST-01195,Tech,2025-12-08,Basic,19,Active,
CUST-01196,Retail,2024-12-06,Basic,19,Active,
CUST-01197,Healthcare,2025-06-27,Basic,19,Active,
CUST-01198,Retail,2024-02-03,Pro,49,Active,
CUST-01199,Education,2024-10-30,Pro,49,Churned,2025-04-28
CUST-01200,Tech,2025-03-12,Basic,19,Churned,2025-05-01
CUST-01201,Retail,2026-02-09,Enterprise,199,Active,
CUST-01202,Tech,2024-10-03,Pro,49,Churned,2025-02-05
CUST-01203,Finance,2025-12-15,Basic,19,Active,
CUST-01204,Finance,2025-09-19,Basic,19,Active,
CUST-01205,Tech,2025-07-09,Basic,19,Active,
CUST-01206,Tech,2025-08-12,Pro,49,Active,
CUST-01207,Tech,2024-07-31,Basic,19,Active,
CUST-01208,Tech,2025-12-02,Enterprise,199,Active,
CUST-01209,Tech,2024-03-23,Basic,19,Active,
CUST-01210,Finance,2025-09-27,Pro,49,Active,
CUST-01211,Tech,2024-12-09,Basic,19,Active,
CUST-01212,Finance,2026-01-23,Basic,19,Active,
CUST-01213,Education,2024-02-26,Basic,19,Active,
CUST-01214,Tech,2025-06-11,Basic,19,Active,
CUST-01215,Healthcare,2025-11-21,Basic,19,Active,
CUST-01216,Retail,2025-01-07,Pro,49,Active,
CUST-01217,Retail,2024-02-22,Enterprise,199,Active,
CUST-01218,Tech,2024-04-23,Basic,19,Active,
CUST-01219,Tech,2025-01-27,Basic,19,Churned,2025-05-31
CUST-01220,Tech,2025-01-09,Pro,49,Churned,2025-05-25
CUST-01221,Healthcare,2025-04-21,Basic,19,Active,
CUST-01222,Retail,2025-09-25,Basic,19,Active,
CUST-01223,Healthcare,2024-02-11,Pro,49,Active,
CUST-01224,Tech,2025-01-09,Enterprise,199,Active,
CUST-01225,Retail,2025-01-10,Pro,49,Active,
CUST-01226,Finance,2024-06-28,Pro,49,Active,
CUST-01227,Retail,2025-10-25,Basic,19,Churned,2026-03-14
CUST-01228,Retail,2025-07-26,Basic,19,Active,
CUST-01229,Finance,2025-12-22,Enterprise,199,Active,
CUST-01230,Education,2024-03-09,Basic,19,Active,
CUST-01231,Finance,2025-07-28,Enterprise,199,Active,
CUST-01232,Healthcare,2025-12-27,Pro,49,Active,
CUST-01233,Healthcare,2026-03-03,Pro,49,Active,
CUST-01234,Retail,2024-07-28,Pro,49,Churned,2024-11-29
CUST-01235,Healthcare,2024-05-21,Pro,49,Active,
CUST-01236,Tech,2024-12-08,Basic,19,Active,
CUST-01237,Tech,2024-09-01,Pro,49,Active,
CUST-01238,Finance,2025-07-06,Enterprise,199,Active,
CUST-01239,Tech,2024-04-26,Pro,49,Active,
CUST-01240,Tech,2025-10-26,Basic,19,Active,
CUST-01241,Tech,2025-05-04,Basic,19,Active,
CUST-01242,Finance,2026-01-25,Pro,49,Churned,2026-03-31
CUST-01243,Tech,2026-02-09,Basic,19,Active,
CUST-01244,Finance,2025-08-17,Pro,49,Active,
CUST-01245,Tech,2025-12-20,Basic,19,Active,
CUST-01246,Retail,2024-08-02,Pro,49,Active,
CUST-01247,Tech,2026-02-10,Pro,49,Active,
CUST-01248,Retail,2026-02-01,Pro,49,Active,
CUST-01249,Retail,2026-02-18,Pro,49,Active,
CUST-01250,Healthcare,2024-08-18,Pro,49,Active,
CUST-01251,Finance,2024-11-24,Pro,49,Active,
CUST-01252,Finance,2024-12-27,Basic,19,Active,
CUST-01253,Finance,2024-09-30,Enterprise,199,Active,
CUST-01254,Retail,2025-05-30,Basic,19,Active,
CUST-01255,Retail,2025-11-27,Basic,19,Active,
CUST-01256,Finance,2025-03-09,Basic,19,Active,
CUST-01257,Retail,2024-10-10,Basic,19,Churned,2025-03-04
CUST-01258,Healthcare,2024-02-25,Basic,19,Churned,2024-06-10
CUST-01259,Tech,2024-03-05,Basic,19,Active,
CUST-01260,Finance,2025-01-16,Pro,49,Active,
CUST-01261,Tech,2024-12-19,Enterprise,199,Active,
CUST-01262,Tech,2025-04-08,Basic,19,Active,
CUST-01263,Tech,2025-05-12,Pro,49,Active,
CUST-01264,Retail,2025-05-28,Pro,49,Churned,2025-10-29
CUST-01265,Tech,2025-06-23,Basic,19,Churned,2025-08-16
CUST-01266,Healthcare,2024-05-05,Basic,19,Active,
CUST-01267,Finance,2025-04-26,Basic,19,Active,
CUST-01268,Tech,2025-12-27,Pro,49,Churned,2026-02-27
CUST-01269,Tech,2025-06-28,Enterprise,199,Active,
CUST-01270,Finance,2025-11-25,Pro,49,Active,
CUST-01271,Finance,2025-06-29,Pro,49,Active,
CUST-01272,Finance,2024-10-26,Pro,49,Active,
CUST-01273,Tech,2025-04-07,Basic,19,Active,
CUST-01274,Tech,2025-09-27,Pro,49,Churned,2026-02-28
CUST-01275,Tech,2025-01-11,Basic,19,Active,
CUST-01276,Finance,2025-11-20,Basic,19,Active,
CUST-01277,Tech,2025-12-10,Pro,49,Active,
CUST-01278,Finance,2024-03-08,Pro,49,Churned,2024-05-12
CUST-01279,Retail,2024-07-11,Pro,49,Churned,2024-11-11
CUST-01280,Healthcare,2025-04-13,Basic,19,Active,
CUST-01281,Tech,2024-03-30,Basic,19,Active,
CUST-01282,Tech,2024-03-23,Pro,49,Churned,2024-07-22
CUST-01283,Healthcare,2025-02-04,Basic,19,Active,
CUST-01284,Tech,2024-07-02,Basic,19,Active,
CUST-01285,Healthcare,2024-10-22,Basic,19,Active,
CUST-01286,Healthcare,2024-03-19,Basic,19,Active,
CUST-01287,Education,2024-04-21,Basic,19,Active,
CUST-01288,Retail,2024-06-17,Basic,19,Churned,2024-08-01
CUST-01289,Tech,2024-10-09,Pro,49,Active,
CUST-01290,Finance,2024-04-24,Basic,19,Active,
CUST-01291,Tech,2025-12-14,Enterprise,199,Active,
CUST-01292,Tech,2024-05-31,Basic,19,Active,
CUST-01293,Education,2025-05-23,Pro,49,Churned,2025-07-24
CUST-01294,Healthcare,2024-06-03,Basic,19,Active,
CUST-01295,Tech,2024-07-28,Enterprise,199,Active,
CUST-01296,Finance,2025-06-17,Basic,19,Active,
CUST-01297,Education,2025-10-04,Pro,49,Churned,2026-01-24
CUST-01298,Tech,2024-01-24,Basic,19,Active,
CUST-01299,Tech,2024-10-27,Pro,49,Active,
CUST-01300,Retail,2025-03-02,Enterprise,199,Active,
CUST-01301,Retail,2025-11-29,Pro,49,Active,
CUST-01302,Healthcare,2025-07-08,Basic,19,Active,
CUST-01303,Retail,2024-05-15,Pro,49,Active,
CUST-01304,Healthcare,2025-04-30,Basic,19,Active,
CUST-01305,Healthcare,2024-12-21,Pro,49,Churned,2025-06-06
CUST-01306,Finance,2025-03-06,Basic,19,Active,
CUST-01307,Healthcare,2025-03-30,Basic,19,Active,
CUST-01308,Finance,2026-01-25,Basic,19,Active,
CUST-01309,Tech,2025-10-22,Pro,49,Active,
CUST-01310,Tech,2024-01-22,Enterprise,199,Active,
CUST-01311,Tech,2024-10-25,Basic,19,Active,
CUST-01312,Tech,2024-07-12,Basic,19,Active,
CUST-01313,Education,2024-03-05,Pro,49,Active,
CUST-01314,Finance,2024-01-23,Enterprise,199,Active,
CUST-01315,Tech,2024-08-25,Pro,49,Churned,2025-01-20
CUST-01316,Tech,2025-06-16,Pro,49,Active,
CUST-01317,Tech,2025-10-22,Basic,19,Active,
CUST-01318,Retail,2024-12-09,Pro,49,Active,
CUST-01319,Tech,2025-02-25,Pro,49,Active,
CUST-01320,Retail,2025-08-15,Basic,19,Active,
CUST-01321,Retail,2024-12-17,Enterprise,199,Active,
CUST-01322,Retail,2025-11-02,Pro,49,Active,
CUST-01323,Tech,2025-10-23,Enterprise,199,Active,
CUST-01324,Tech,2024-11-30,Basic,19,Active,
CUST-01325,Retail,2025-05-12,Basic,19,Active,
CUST-01326,Tech,2025-08-30,Basic,19,Active,
CUST-01327,Tech,2025-11-12,Pro,49,Active,
CUST-01328,Tech,2025-12-14,Basic,19,Active,
CUST-01329,Retail,2025-06-26,Basic,19,Active,
CUST-01330,Retail,2025-07-15,Enterprise,199,Active,
CUST-01331,Retail,2025-03-31,Enterprise,199,Active,
CUST-01332,Tech,2025-04-13,Basic,19,Active,
CUST-01333,Finance,2024-11-07,Basic,19,Churned,2025-05-05
CUST-01334,Finance,2025-08-03,Pro,49,Active,
CUST-01335,Healthcare,2024-05-15,Pro,49,Active,
CUST-01336,Tech,2024-11-09,Pro,49,Churned,2025-02-10
CUST-01337,Finance,2024-06-24,Basic,19,Active,
CUST-01338,Tech,2024-09-23,Enterprise,199,Churned,2025-01-09
CUST-01339,Healthcare,2024-08-20,Pro,49,Active,
CUST-01340,Finance,2025-05-10,Basic,19,Active,
CUST-01341,Finance,2025-01-15,Basic,19,Active,
CUST-01342,Tech,2024-10-22,Pro,49,Active,
CUST-01343,Retail,2026-02-27,Pro,49,Active,
CUST-01344,Finance,2024-02-18,Basic,19,Active,
CUST-01345,Retail,2024-05-31,Pro,49,Active,
CUST-01346,Tech,2024-12-27,Pro,49,Active,
CUST-01347,Education,2024-10-18,Basic,19,Active,
CUST-01348,Education,2025-04-11,Basic,19,Active,
CUST-01349,Finance,2024-06-19,Basic,19,Active,
CUST-01350,Tech,2025-09-25,Basic,19,Active,
CUST-01351,Tech,2024-06-13,Basic,19,Active,
CUST-01352,Finance,2025-12-29,Pro,49,Churned,2026-03-31
CUST-01353,Education,2025-07-02,Basic,19,Active,
CUST-01354,Retail,2024-10-19,Basic,19,Active,
CUST-01355,Retail,2024-07-05,Enterprise,199,Active,
CUST-01356,Tech,2024-06-28,Basic,19,Active,
CUST-01357,Tech,2025-12-26,Pro,49,Active,
CUST-01358,Healthcare,2025-12-10,Basic,19,Active,
CUST-01359,Retail,2025-11-13,Basic,19,Active,
CUST-01360,Finance,2024-06-06,Basic,19,Active,
CUST-01361,Tech,2024-06-14,Pro,49,Churned,2024-11-11
CUST-01362,Retail,2024-08-31,Enterprise,199,Active,
CUST-01363,Retail,2024-04-29,Basic,19,Churned,2024-06-23
CUST-01364,Tech,2024-02-12,Pro,49,Active,
CUST-01365,Retail,2024-11-20,Pro,49,Active,
CUST-01366,Tech,2025-08-11,Enterprise,199,Active,
CUST-01367,Education,2024-05-09,Basic,19,Active,
CUST-01368,Tech,2025-03-27,Enterprise,199,Active,
CUST-01369,Finance,2024-09-23,Basic,19,Active,
CUST-01370,Education,2025-01-13,Pro,49,Active,
CUST-01371,Tech,2024-07-07,Basic,19,Active,
CUST-01372,Finance,2024-07-29,Basic,19,Churned,2024-12-02
CUST-01373,Tech,2025-07-29,Basic,19,Active,
CUST-01374,Tech,2025-12-25,Basic,19,Active,
CUST-01375,Tech,2024-02-05,Basic,19,Active,
CUST-01376,Finance,2025-11-12,Pro,49,Active,
CUST-01377,Tech,2024-11-20,Pro,49,Churned,2024-12-29
CUST-01378,Education,2024-12-18,Basic,19,Active,
CUST-01379,Tech,2024-05-31,Enterprise,199,Active,
CUST-01380,Tech,2025-01-16,Basic,19,Active,
CUST-01381,Education,2025-04-04,Basic,19,Active,
CUST-01382,Retail,2025-07-06,Pro,49,Active,
CUST-01383,Healthcare,2024-06-15,Basic,19,Churned,2024-09-11
CUST-01384,Retail,2025-06-30,Basic,19,Active,
CUST-01385,Tech,2024-11-04,Basic,19,Active,
CUST-01386,Tech,2024-05-04,Enterprise,199,Active,
CUST-01387,Retail,2024-01-26,Enterprise,199,Active,
CUST-01388,Healthcare,2025-02-18,Basic,19,Churned,2025-06-03
CUST-01389,Tech,2025-05-26,Pro,49,Active,
CUST-01390,Healthcare,2026-02-25,Enterprise,199,Active,
CUST-01391,Finance,2024-05-28,Basic,19,Churned,2024-07-22
CUST-01392,Tech,2025-04-14,Pro,49,Churned,2025-07-08
CUST-01393,Tech,2024-11-23,Pro,49,Active,
CUST-01394,Tech,2024-06-08,Pro,49,Active,
CUST-01395,Retail,2024-01-05,Basic,19,Active,
CUST-01396,Finance,2026-01-26,Pro,49,Active,
CUST-01397,Healthcare,2025-07-13,Pro,49,Active,
CUST-01398,Finance,2025-06-03,Basic,19,Active,
CUST-01399,Tech,2024-12-05,Basic,19,Active,
CUST-01400,Tech,2025-10-24,Pro,49,Active,
CUST-01401,Tech,2025-12-23,Basic,19,Churned,2026-02-25
CUST-01402,Tech,2024-10-29,Basic,19,Active,
CUST-01403,Finance,2025-04-30,Enterprise,199,Active,
CUST-01404,Retail,2024-10-23,Enterprise,199,Active,
CUST-01405,Finance,2026-02-11,Basic,19,Active,
