customer_id,days_active_last_30,support_tickets_last_30,storage_used_gb
CUST-00930,5,8,49.0
CUST-00931,5,1,41.7
CUST-00932,25,2,78.2
CUST-00933,19,0,28.3
CUST-00934,24,2,17.0
CUST-00935,8,1,56.6
CUST-00936,20,0,42.5
CUST-00937,7,0,34.7
CUST-00938,21,2,60.6
CUST-00939,23,2,53.7
CUST-00940,18,8,41.5
CUST-00941,2,8,30.8
CUST-00942,20,0,63.1
CUST-00943,18,2,59.8
CUST-00944,20,2,48.5
CUST-00945,4,2,77.7
CUST-00946,13,5,33.9
CUST-00947,16,0,27.1
CUST-00948,22,5,39.6
CUST-00949,19,2,49.3
CUST-00950,22,2,53.7
CUST-00951,0,5,46.4
CUST-00952,19,2,55.3
CUST-00953,2,5,31.2
CUST-00954,24,1,71.7
CUST-00955,13,1,48.8
CUST-00956,15,2,66.8
CUST-00957,15,5,55.1
CUST-00958,25,2,56.9
CUST-00959,0,8,58.5
CUST-00960,30,0,56.7
CUST-00961,2,5,59.6
CUST-00962,16,1,69.9
CUST-00963,20,2,52.9
CUST-00964,19,8,60.6
CUST-00965,12,2,48.7
CUST-00966,17,2,71.6
CUST-00967,16,1,39.9
CUST-00968,24,0,77.0
CUST-00969,23,2,49.4
CUST-00970,9,2,28.5
CUST-00971,12,1,51.9
CUST-00972,23,1,39.8
CUST-00973,19,1,62.6
CUST-00974,20,2,40.2
CUST-00975,11,2,43.3
CUST-00976,22,2,21.7
CUST-00977,1,8,43.2
CUST-00978,7,1,13.6
CUST-00979,12,2,26.2
CUST-00980,25,1,61.4
CUST-00981,12,2,61.8
CUST-00982,17,5,56.4
CUST-00983,24,1,35.5
CUST-00984,5,0,49.3
CUST-00985,21,1,49.9
CUST-00986,4,1,32.6
CUST-00987,5,2,72.6
CUST-00988,9,2,63.2
CUST-00989,14,1,46.7
CUST-00990,5,2,50.4
CUST-00991,11,8,53.1
CUST-00992,7,0,19.4
CUST-00993,1,5,46.3
CUST-00994,8,1,39.8
CUST-00995,17,1,35.0
CUST-00996,9,1,45.8
CUST-00997,16,1,77.0
CUST-00998,3,1,59.6
CUST-00999,7,1,41.4
CUST-01000,10,2,58.6
CUST-01001,6,2,71.0
CUST-01002,2,0,63.9
CUST-01003,16,2,50.9
CUST-01004,30,1,40.3
CUST-01005,4,0,60.5
CUST-01006,19,0,55.9
CUST-01007,28,1,63.4
CUST-01008,11,1,59.5
CUST-01009,24,0,65.7
CUST-01010,10,2,42.0
CUST-01011,20,0,69.8
CUST-01012,15,2,53.0
CUST-01013,27,3,81.1
CUST-01014,17,1,39.7
CUST-01015,11,1,76.0
CUST-01016,20,0,53.0
CUST-01017,28,0,40.2
CUST-01018,22,8,42.7
CUST-01019,14,1,45.2
CUST-01020,18,2,56.4
CUST-01021,5,1,57.8
CUST-01022,17,1,41.4
CUST-01023,30,2,49.6
CUST-01024,12,1,82.1
CUST-01025,15,8,75.9
CUST-01026,11,2,56.5
CUST-01027,6,1,50.6
CUST-01028,15,2,51.8
CUST-01029,1,1,59.2
CUST-01030,16,1,34.7
CUST-01031,11,5,46.1
CUST-01032,8,2,25.0
CUST-01033,15,0,56.0
CUST-01034,25,1,59.7
CUST-01035,9,0,42.8
CUST-01036,23,1,73.6
CUST-01037,3,8,31.6
CUST-01038,23,2,28.0
CUST-01039,25,1,53.4
CUST-01040,1,2,65.7
CUST-01041,0,1,75.3
CUST-01042,10,1,43.1
CUST-01043,17,2,66.2
CUST-01044,13,2,49.4
CUST-01045,7,0,47.4
CUST-01046,6,0,63.3
CUST-01047,6,0,59.8
CUST-01048,7,2,26.4
CUST-01049,14,2,72.1
CUST-01050,16,5,70.7
CUST-01051,10,1,40.6
CUST-01052,10,1,55.9
CUST-01053,6,2,57.4
CUST-01054,7,1,53.9
CUST-01055,0,2,41.7
CUST-01056,19,5,39.9
CUST-01057,6,1,49.6
CUST-01058,5,2,67.6
CUST-01059,5,1,58.2
CUST-01060,5,1,44.4
CUST-01061,13,5,61.6
CUST-01062,4,1,7.3
CUST-01063,22,1,67.2
CUST-01064,3,5,23.9
CUST-01065,27,1,44.6
CUST-01066,14,0,33.2
CUST-01067,13,1,30.6
CUST-01068,18,0,67.4
CUST-01069,18,1,43.0
CUST-01070,1,1,55.2
CUST-01071,26,3,49.3
CUST-01072,19,1,57.2
CUST-01073,9,1,51.2
CUST-01074,11,0,30.8
CUST-01075,27,2,64.9
CUST-01076,19,2,42.6
CUST-01077,19,0,26.7
CUST-01078,2,5,43.6
CUST-01079,22,1,72.5
CUST-01080,5,1,62.8
CUST-01081,10,2,44.8
CUST-01082,14,2,44.8
CUST-01083,1,8,45.2
CUST-01084,27,1,81.2
CUST-01085,30,0,55.7
CUST-01086,5,0,56.5
CUST-01087,21,2,65.5
CUST-01088,22,1,53.6
CUST-01089,16,0,46.1
CUST-01090,20,1,47.1
CUST-01091,8,1,48.9
CUST-01092,10,0,49.4
CUST-01093,15,5,60.9
CUST-01094,18,5,50.8
CUST-01095,30,0,61.0
CUST-01096,20,0,48.8
CUST-01097,20,1,51.2
CUST-01098,16,2,20.0
CUST-01099,10,1,63.7
CUST-01100,25,2,55.2
CUST-01101,22,0,65.0
CUST-01102,9,1,6.6
CUST-01103,30,1,81.3
CUST-01104,0,8,47.9
CUST-01105,15,2,66.6
CUST-01106,13,2,34.4
CUST-01107,27,0,59.2
CUST-01108,12,2,34.2
CUST-01109,5,1,40.6
CUST-01110,6,2,78.7
CUST-01111,1,0,47.1
CUST-01112,5,3,53.3
CUST-01113,18,1,63.1
CUST-01114,13,1,57.4
CUST-01115,7,1,52.3
CUST-01116,30,0,55.5
CUST-01117,20,0,86.1
CUST-01118,12,1,49.1
CUST-01119,12,2,53.0
CUST-01120,20,0,65.8
CUST-01121,7,2,66.6
CUST-01122,24,8,67.8
CUST-01123,8,2,59.6
CUST-01124,11,0,32.9
CUST-01125,21,1,74.5
CUST-01126,12,1,32.8
CUST-01127,16,2,54.5
CUST-01128,10,1,38.7
CUST-01129,11,2,49.0
CUST-01130,16,1,54.9
CUST-01131,21,1,54.8
CUST-01132,15,0,56.3
CUST-01133,14,1,74.2
CUST-01134,23,1,56.8
CUST-01135,5,0,46.3
CUST-01136,24,2,64.5
CUST-01137,20,0,67.8
CUST-01138,0,5,31.6
CUST-01139,25,0,59.0
CUST-01140,30,2,60.5
CUST-01141,25,2,45.5
CUST-01142,25,2,70.6
CUST-01143,11,2,47.7
CUST-01144,16,2,51.9
CUST-01145,26,2,47.4
CUST-01146,22,3,50.2
CUST-01147,10,2,33.6
CUST-01148,14,2,28.4
CUST-01149,10,2,73.9
CUST-01150,1,1,37.3
CUST-01151,5,0,35.1
CUST-01152,13,2,17.7
CUST-01153,20,2,40.4
CUST-01154,27,1,30.2
CUST-01155,7,0,74.6
CUST-01156,1,5,65.1
CUST-01157,14,0,39.7
CUST-01158,18,1,83.8
CUST-01159,20,2,64.7
CUST-01160,21,8,45.1
CUST-01161,19,0,12.5
CUST-01162,12,1,84.4
CUST-01163,24,3,29.2
CUST-01164,16,2,25.3
CUST-01165,29,1,65.3
CUST-01166,25,1,86.6
CUST-01167,17,0,70.8
CUST-01168,25,1,58.5
CUST-01169,21,2,58.9
CUST-01170,18,5,62.8
CUST-01171,20,0,61.4
CUST-01172,25,2,54.2
CUST-01173,25,8,51.6
CUST-01174,16,2,49.1
CUST-01175,11,1,38.7
CUST-01176,14,2,45.8
CUST-01177,5,2,24.6
CUST-01178,0,1,48.5
CUST-01179,19,0,35.2
CUST-01180,3,2,33.4
CUST-01181,19,2,52.7
CUST-01182,4,2,70.9
CUST-01183,15,0,63.8
CUST-01184,18,0,26.4
CUST-01185,6,1,35.2
CUST-01186,6,2,64.1
CUST-01187,9,2,35.3
CUST-01188,22,1,46.6
CUST-01189,2,2,58.3
CUST-01190,15,1,35.5
CUST-01191,6,2,51.6
CUST-01192,14,2,30.0
CUST-01193,19,0,41.0
CUST-01194,0,8,54.8
CUST-01195,12,2,26.1
CUST-01196,9,0,56.6
CUST-01197,15,1,49.7
CUST-01198,19,2,58.3
CUST-01199,0,5,53.4
CUST-01200,4,2,70.5
CUST-01201,26,1,51.9
CUST-01202,4,8,43.6
CUST-01203,13,0,51.8
CUST-01204,17,1,58.1
CUST-01205,19,0,50.7
CUST-01206,22,2,50.6
CUST-01207,8,1,39.5
CUST-01208,29,1,40.1
CUST-01209,11,2,29.0
CUST-01210,11,2,76.2
CUST-01211,11,1,31.3
CUST-01212,10,0,39.6
CUST-01213,17,2,39.2
CUST-01214,10,1,63.4
CUST-01215,14,2,45.6
CUST-01216,12,8,68.7
CUST-01217,29,0,39.9
CUST-01218,5,1,54.2
CUST-01219,1,2,37.5
CUST-01220,5,8,82.2
CUST-01221,8,0,32.2
CUST-01222,8,0,54.6
CUST-01223,10,5,59.5
CUST-01224,20,1,56.2
CUST-01225,18,2,47.2
CUST-01226,14,2,48.1
CUST-01227,3,1,50.7
CUST-01228,6,0,47.8
CUST-01229,24,2,64.5
CUST-01230,5,1,83.2
CUST-01231,23,1,41.6
CUST-01232,11,8,29.5
CUST-01233,25,2,48.7
CUST-01234,3,5,88.7
CUST-01235,21,2,37.9
CUST-01236,9,2,74.6
CUST-01237,22,2,75.2
CUST-01238,22,2,41.7
CUST-01239,23,2,58.5
CUST-01240,13,2,74.4
CUST-01241,19,1,44.3
CUST-01242,4,5,46.9
CUST-01243,10,2,41.3
CUST-01244,16,8,34.8
CUST-01245,8,1,40.3
CUST-01246,10,2,31.6
CUST-01247,17,8,50.5
CUST-01248,20,2,38.5
CUST-01249,22,2,53.5
CUST-01250,21,1,26.7
CUST-01251,17,8,55.0
CUST-01252,11,2,62.5
CUST-01253,27,0,20.1
CUST-01254,12,1,55.6
CUST-01255,8,0,68.4
CUST-01256,5,0,31.9
CUST-01257,0,2,75.1
CUST-01258,2,1,56.3
CUST-01259,14,0,39.4
CUST-01260,11,2,49.2
CUST-01261,25,3,58.4
CUST-01262,17,1,51.1
CUST-01263,21,2,58.1
CUST-01264,0,8,36.2
CUST-01265,3,2,52.5
CUST-01266,12,1,28.8
CUST-01267,14,1,48.3
CUST-01268,4,2,36.4
CUST-01269,28,0,39.0
CUST-01270,22,2,68.5
CUST-01271,18,5,66.4
CUST-01272,24,2,59.1
CUST-01273,15,1,33.6
CUST-01274,1,8,45.3
CUST-01275,10,2,68.2
CUST-01276,12,0,52.1
CUST-01277,17,8,84.8
CUST-01278,1,8,55.9
CUST-01279,5,8,52.9
CUST-01280,16,2,45.4
CUST-01281,6,1,52.0
CUST-01282,3,2,47.7
CUST-01283,9,0,60.6
CUST-01284,10,2,64.4
CUST-01285,16,2,38.2
CUST-01286,10,2,30.0
CUST-01287,12,0,22.5
CUST-01288,4,2,57.6
CUST-01289,18,1,33.4
CUST-01290,15,0,17.7
CUST-01291,23,1,55.8
CUST-01292,8,0,87.4
CUST-01293,4,5,49.9
CUST-01294,20,0,62.6
CUST-01295,23,1,51.2
CUST-01296,16,2,48.5
CUST-01297,3,2,63.8
CUST-01298,16,2,45.6
CUST-01299,14,8,54.0
CUST-01300,30,3,54.8
CUST-01301,19,1,40.0
CUST-01302,5,2,64.9
CUST-01303,14,5,47.4
CUST-01304,17,1,38.7
CUST-01305,4,8,58.0
CUST-01306,20,1,36.5
CUST-01307,9,2,50.4
CUST-01308,15,1,49.9
CUST-01309,18,1,66.3
CUST-01310,25,1,57.1
CUST-01311,11,0,49.6
CUST-01312,18,1,62.3
CUST-01313,16,5,70.9
CUST-01314,24,1,58.4
CUST-01315,4,5,50.2
CUST-01316,19,1,30.3
CUST-01317,15,2,34.0
CUST-01318,17,2,45.4
CUST-01319,24,8,40.9
CUST-01320,7,2,47.2
CUST-01321,20,3,50.8
CUST-01322,25,1,57.9
CUST-01323,28,2,48.9
CUST-01324,18,0,57.3
CUST-01325,20,0,51.0
CUST-01326,10,0,20.4
CUST-01327,11,8,35.9
CUST-01328,13,2,47.8
CUST-01329,18,2,31.9
CUST-01330,20,0,59.0
CUST-01331,24,2,73.0
CUST-01332,13,2,68.3
CUST-01333,2,0,46.8
CUST-01334,22,1,72.4
CUST-01335,12,8,52.2
CUST-01336,3,8,44.9
CUST-01337,10,1,40.8
CUST-01338,3,2,45.5
CUST-01339,22,2,44.2
CUST-01340,18,0,52.6
CUST-01341,17,2,52.4
CUST-01342,18,1,50.0
CUST-01343,20,2,56.6
CUST-01344,17,2,67.9
CUST-01345,12,2,64.2
CUST-01346,22,2,27.7
CUST-01347,13,1,11.7
CUST-01348,17,0,64.0
CUST-01349,12,0,29.5
CUST-01350,5,2,46.6
CUST-01351,5,1,32.4
CUST-01352,1,8,23.0
CUST-01353,20,1,58.1
CUST-01354,11,2,61.4
CUST-01355,20,2,41.4
CUST-01356,7,0,11.1
CUST-01357,18,1,41.8
CUST-01358,13,1,55.9
CUST-01359,14,1,27.8
CUST-01360,6,0,52.8
CUST-01361,3,8,49.8
CUST-01362,20,1,58.7
CUST-01363,2,2,51.8
CUST-01364,13,1,35.4
CUST-01365,15,2,67.9
CUST-01366,20,1,47.6
CUST-01367,5,1,49.6
CUST-01368,22,3,36.0
CUST-01369,12,0,43.4
CUST-01370,18,2,36.7
CUST-01371,8,2,47.4
CUST-01372,1,2,75.7
CUST-01373,20,1,29.4
CUST-01374,17,2,25.8
CUST-01375,16,2,72.1
CUST-01376,22,8,46.9
CUST-01377,1,2,40.0
CUST-01378,14,1,65.6
CUST-01379,26,3,40.9
CUST-01380,11,1,77.4
CUST-01381,9,2,60.2
CUST-01382,14,5,42.7
CUST-01383,3,0,82.4
CUST-01384,19,1,40.9
CUST-01385,19,0,61.1
CUST-01386,22,1,54.5
CUST-01387,25,2,69.5
CUST-01388,2,1,73.4
CUST-01389,11,2,50.5
CUST-01390,21,3,38.7
CUST-01391,1,2,56.9
CUST-01392,5,2,39.8
CUST-01393,22,1,80.2
CUST-01394,20,2,52.0
CUST-01395,8,2,44.5
CUST-01396,11,2,52.8
CUST-01397,12,5,29.8
CUST-01398,15,1,35.4
CUST-01399,13,2,68.0
CUST-01400,22,1,40.1
CUST-01401,1,0,34.3
CUST-01402,18,0,58.0
CUST-01403,28,3,67.8
CUST-01404,20,1,60.8
CUST-01405,13,0,64.9
CUST-01406,15,1,38.6
CUST-01407,19,0,28.7
CUST-01408,16,2,72.5
CUST-01409,29,2,45.2
CUST-01410,30,2,46.2
CUST-01411,18,5,69.9
CUST-01412,10,1,58.3
CUST-01413,14,2,56.8
CUST-01414,19,2,82.5
CUST-01415,12,0,40.3
CUST-01416,19,0,63.9
CUST-01417,26,2,50.9
CUST-01418,4,1,54.0
CUST-01419,7,2,72.9
CUST-01420,26,0,57.6
CUST-01421,20,1,58.1
CUST-01422,8,1,66.1
CUST-01423,17,1,44.5
CUST-01424,14,0,37.4
CUST-01425,20,2,34.3
CUST-01426,21,0,20.5
CUST-01427,23,1,80.8
CUST-01428,9,2,33.5
CUST-01429,6,0,46.7
CUST-01430,30,2,45.8
CUST-01431,2,2,54.6
CUST-01432,7,2,62.2
CUST-01433,16,8,62.9
CUST-01434,21,3,41.3
CUST-01435,7,2,47.5
CUST-01436,19,0,54.2
CUST-01437,8,2,46.3
CUST-01438,6,1,74.1
CUST-01439,20,0,57.4
CUST-01440,14,2,61.0
CUST-01441,17,2,59.9
CUST-01442,5,5,67.6
CUST-01443,6,0,52.7
CUST-01444,19,0,30.5
CUST-01445,20,1,56.0
CUST-01446,5,5,40.2
CUST-01447,16,8,42.1
CUST-01448,22,2,58.8
CUST-01449,13,0,68.6
CUST-01450,22,2,50.3
CUST-01451,22,3,54.6
CUST-01452,20,5,75.5
CUST-01453,2,8,53.6
CUST-01454,15,1,89.0
CUST-01455,28,1,58.5
CUST-01456,22,1,23.6
CUST-01457,20,5,61.3
CUST-01458,8,0,55.7
CUST-01459,2,2,69.3
CUST-01460,3,8,60.1
CUST-01461,28,2,47.9
CUST-01462,5,1,31.6
CUST-01463,27,0,46.9
CUST-01464,12,1,37.2
CUST-01465,18,1,41.3
CUST-01466,17,1,58.8
CUST-01467,10,2,75.0
CUST-01468,12,1,55.9
CUST-01469,13,0,32.1
CUST-01470,20,3,56.7
CUST-01471,29,2,67.9
CUST-01472,11,2,40.9
CUST-01473,17,5,48.0
CUST-01474,15,2,50.2
CUST-01475,3,1,38.2
CUST-01476,13,0,59.7
CUST-01477,18,1,48.2
CUST-01478,10,2,56.3
CUST-01479,0,1,36.7
CUST-01480,23,0,43.4
CUST-01481,18,5,60.8
CUST-01482,15,1,44.4
CUST-01483,24,5,75.9
CUST-01484,13,2,44.0
CUST-01485,16,0,53.4
CUST-01486,18,2,64.0
CUST-01487,21,0,28.7
CUST-01488,11,2,23.6
CUST-01489,20,2,27.1
CUST-01490,8,1,68.9
CUST-01491,15,2,41.7
CUST-01492,12,5,88.4
CUST-01493,25,8,41.5
CUST-01494,16,1,52.8
CUST-01495,0,1,73.1
CUST-01496,30,2,80.1
CUST-01497,20,1,80.9
CUST-01498,8,0,68.1
CUST-01499,15,2,65.4
CUST-01500,3,5,58.9
CUST-01501,6,0,61.7
CUST-01502,18,8,41.7
CUST-01503,25,2,37.7
CUST-01504,21,2,49.9
CUST-01505,10,2,47.4
CUST-01506,7,2,43.2
CUST-01507,25,0,60.4
CUST-01508,25,2,64.3
CUST-01509,7,0,51.3
CUST-01510,7,2,72.2
CUST-01511,19,2,32.9
CUST-01512,22,1,47.1
CUST-01513,7,1,39.2
CUST-01514,0,0,22.0
CUST-01515,6,1,48.8
CUST-01516,8,2,48.2
CUST-01517,1,2,72.7
CUST-01518,13,2,59.5
CUST-01519,9,0,34.6
CUST-01520,2,1,77.8
CUST-01521,16,5,68.3
CUST-01522,11,1,58.7
CUST-01523,14,2,46.6
CUST-01524,18,2,35.6
CUST-01525,8,0,44.4
CUST-01526,3,2,66.3
CUST-01527,14,5,78.3
CUST-01528,1,2,73.1
CUST-01529,21,0,42.7
CUST-01530,13,0,33.2
CUST-01531,13,5,52.1
CUST-01532,15,0,23.5
CUST-01533,8,2,54.8
CUST-01534,17,1,47.8
CUST-01535,16,2,43.0
CUST-01536,16,1,26.1
CUST-01537,17,8,57.7
CUST-01538,20,3,42.0
CUST-01539,6,0,32.5
CUST-01540,2,5,6.9
CUST-01541,10,1,49.6
CUST-01542,7,2,76.6
CUST-01543,12,2,74.9
CUST-01544,25,1,43.1
CUST-01545,12,1,41.0
CUST-01546,20,0,57.0
CUST-01547,21,1,35.0
CUST-01548,8,1,54.5
CUST-01549,0,5,61.5
CUST-01550,13,1,68.4
CUST-01551,15,5,48.5
CUST-01552,22,0,46.9
CUST-01553,18,2,36.8
CUST-01554,10,0,37.6
CUST-01555,13,1,46.6
CUST-01556,17,0,55.5
CUST-01557,21,2,63.7
CUST-01558,2,8,38.0
CUST-01559,15,0,72.4
CUST-01560,5,2,45.9
CUST-01561,12,0,49.7
CUST-01562,18,1,38.8
CUST-01563,24,1,13.6
CUST-01564,11,0,63.3
CUST-01565,18,0,61.1
CUST-01566,19,2,45.8
CUST-01567,4,0,51.0
CUST-01568,4,5,57.7
CUST-01569,5,2,26.6
CUST-01570,18,0,42.1
CUST-01571,12,2,61.9
CUST-01572,16,1,31.2
CUST-01573,5,2,54.4
CUST-01574,1,5,29.7
CUST-01575,16,5,57.0
CUST-01576,1,1,49.5
CUST-01577,16,1,25.8
CUST-01578,1,5,67.5
CUST-01579,10,0,39.0
CUST-01580,1,5,37.8
CUST-01581,8,1,53.0
CUST-01582,20,1,67.2
CUST-01583,11,2,34.8
CUST-01584,19,2,50.9
CUST-01585,5,0,56.4
CUST-01586,19,2,60.4
CUST-01587,22,0,52.6
CUST-01588,8,2,44.5
CUST-01589,4,2,37.6
CUST-01590,23,1,51.3
CUST-01591,0,5,33.9
CUST-01592,7,2,6.2
CUST-01593,1,0,56.5
CUST-01594,7,0,63.6
CUST-01595,12,1,14.6
CUST-01596,13,0,34.9
CUST-01597,5,0,59.3
CUST-01598,5,5,80.9
CUST-01599,12,2,50.3
CUST-01600,19,0,39.1
CUST-01601,10,2,47.3
CUST-01602,26,2,70.6
CUST-01603,19,2,40.3
CUST-01604,9,0,38.0
CUST-01605,25,2,42.8
CUST-01606,19,1,35.7
CUST-01607,3,2,51.8
CUST-01608,1,2,74.4
CUST-01609,2,2,54.8
CUST-01610,13,2,46.2
CUST-01611,12,1,45.6
CUST-01612,16,0,26.6
CUST-01613,17,2,63.2
CUST-01614,1,1,48.8
CUST-01615,19,2,47.3
CUST-01616,2,1,97.9
CUST-01617,0,8,54.5
CUST-01618,24,0,38.7
CUST-01619,10,2,43.6
CUST-01620,11,0,67.2
CUST-01621,12,2,51.7
CUST-01622,7,2,28.4
CUST-01623,14,2,63.8
CUST-01624,0,5,40.0
CUST-01625,9,1,78.1
CUST-01626,0,2,66.2
CUST-01627,17,0,43.3
CUST-01628,22,3,69.2
CUST-01629,5,5,51.0
CUST-01630,15,2,62.8
CUST-01631,30,0,57.3
CUST-01632,13,1,37.3
CUST-01633,10,8,40.3
CUST-01634,15,2,65.4
CUST-01635,9,2,45.0
CUST-01636,2,1,43.9
CUST-01637,11,0,35.7
CUST-01638,18,1,56.4
CUST-01639,26,0,80.9
CUST-01640,4,8,34.0
CUST-01641,6,0,50.4
CUST-01642,7,2,71.2
CUST-01643,9,0,48.8
CUST-01644,6,0,56.8
CUST-01645,21,0,34.1
CUST-01646,20,2,56.4
CUST-01647,18,2,47.2
CUST-01648,1,2,64.8
CUST-01649,10,8,67.8
CUST-01650,8,1,88.8
CUST-01651,10,2,58.7
CUST-01652,20,1,54.9
CUST-01653,8,2,52.9
CUST-01654,29,0,44.7
CUST-01655,16,2,55.1
CUST-01656,7,1,45.6
CUST-01657,21,2,52.5
CUST-01658,20,1,69.8
CUST-01659,18,0,34.9
CUST-01660,16,1,67.1
CUST-01661,24,1,69.8
CUST-01662,7,0,48.2
CUST-01663,14,2,18.2
CUST-01664,11,8,40.9
CUST-01665,3,5,69.5
CUST-01666,6,2,49.7
CUST-01667,9,2,35.0
CUST-01668,16,8,42.4
CUST-01669,16,0,62.6
CUST-01670,20,0,58.2
CUST-01671,1,1,46.4
CUST-01672,4,1,44.5
CUST-01673,13,2,44.1
CUST-01674,14,2,36.2
CUST-01675,24,2,74.2
CUST-01676,14,0,45.2
CUST-01677,19,2,68.3
CUST-01678,20,0,72.8
CUST-01679,5,1,65.0
CUST-01680,3,2,43.5
CUST-01681,11,1,56.1
CUST-01682,24,0,49.6
CUST-01683,19,0,36.4
CUST-01684,23,1,54.9
CUST-01685,19,2,32.3
CUST-01686,2,5,67.8
CUST-01687,17,1,43.0
CUST-01688,13,1,53.0
CUST-01689,16,8,54.2
CUST-01690,22,0,46.1
CUST-01691,14,1,58.8
CUST-01692,6,2,42.9
CUST-01693,3,8,63.1
CUST-01694,10,8,29.8
CUST-01695,14,0,51.9
CUST-01696,28,1,79.1
CUST-01697,16,2,35.0
CUST-01698,30,1,39.8
CUST-01699,19,8,57.7
CUST-01700,30,3,52.7
CUST-01701,18,2,55.3
CUST-01702,4,8,57.3
CUST-01703,3,2,59.5
CUST-01704,12,2,66.6
CUST-01705,20,2,56.1
CUST-01706,9,2,46.4
CUST-01707,20,2,60.1
CUST-01708,16,1,78.5
CUST-01709,12,0,48.0
CUST-01710,18,8,35.4
CUST-01711,10,0,66.6
CUST-01712,18,0,48.2
CUST-01713,21,3,17.4
CUST-01714,4,1,62.7
CUST-01715,6,0,42.0
CUST-01716,5,0,48.6
CUST-01717,18,1,55.0
CUST-01718,29,1,52.9
CUST-01719,11,5,60.6
CUST-01720,3,1,43.5
CUST-01721,17,1,57.7
CUST-01722,14,2,46.1
CUST-01723,14,2,61.1
CUST-01724,7,2,59.2
CUST-01725,20,2,36.0
CUST-01726,29,1,66.3
CUST-01727,5,5,42.0
CUST-01728,16,1,62.1
CUST-01729,9,0,55.5
CUST-01730,10,2,77.6
CUST-01731,21,3,46.6
CUST-01732,20,3,44.8
CUST-01733,30,1,49.7
CUST-01734,13,1,45.5
CUST-01735,15,2,62.0
CUST-01736,16,2,25.8
CUST-01737,7,1,34.2
CUST-01738,11,2,34.0
CUST-01739,2,2,64.3
CUST-01740,0,8,75.7
CUST-01741,13,0,48.4
CUST-01742,8,2,47.5
CUST-01743,30,3,51.1
CUST-01744,20,0,67.4
CUST-01745,2,8,36.1
CUST-01746,15,8,53.6
CUST-01747,19,1,64.6
CUST-01748,12,0,57.5
CUST-01749,20,1,52.8
CUST-01750,19,2,65.0
CUST-01751,18,2,9.5
CUST-01752,27,0,60.2
CUST-01753,12,1,40.2
CUST-01754,3,8,22.5
CUST-01755,15,1,57.7
CUST-01756,5,2,70.6
CUST-01757,20,2,47.9
CUST-01758,13,2,64.3
CUST-01759,7,0,74.2
CUST-01760,14,1,69.7
CUST-01761,6,1,74.6
CUST-01762,2,5,61.1
CUST-01763,2,8,51.1
CUST-01764,17,8,26.0
CUST-01765,18,8,46.3
CUST-01766,14,0,37.4
CUST-01767,7,2,82.6
CUST-01768,19,1,47.4
CUST-01769,1,1,51.8
CUST-01770,27,3,58.3
CUST-01771,2,2,50.7
CUST-01772,7,0,75.4
CUST-01773,25,2,40.7
CUST-01774,18,2,52.9
CUST-01775,14,1,38.9
CUST-01776,11,2,30.2
CUST-01777,5,5,40.8
CUST-01778,11,1,49.4
CUST-01779,26,2,43.6
CUST-01780,1,5,39.6
CUST-01781,10,2,28.9
CUST-01782,13,1,48.8
CUST-01783,27,3,27.4
CUST-01784,14,1,61.4
CUST-01785,13,0,51.2
CUST-01786,16,1,28.1
CUST-01787,25,0,45.4
CUST-01788,15,2,38.7
CUST-01789,3,5,54.8
CUST-01790,10,2,70.1
CUST-01791,0,8,21.9
CUST-01792,8,2,51.7
CUST-01793,5,1,47.6
CUST-01794,17,1,60.1
CUST-01795,20,1,53.2
CUST-01796,18,1,38.7
CUST-01797,8,2,45.2
CUST-01798,21,0,38.1
CUST-01799,16,1,66.1
CUST-01800,18,2,50.3
CUST-01801,11,1,78.5
CUST-01802,19,1,49.1
CUST-01803,16,1,39.4
CUST-01804,18,0,27.3
CUST-01805,17,2,23.0
CUST-01806,1,1,26.2
CUST-01807,0,5,54.0
CUST-01808,22,1,57.6
CUST-01809,29,0,26.3
CUST-01810,14,5,63.4
CUST-01811,9,1,42.8
CUST-01812,21,2,52.2
CUST-01813,28,2,74.2
CUST-01814,11,2,63.5
CUST-01815,27,3,46.0
CUST-01816,9,0,36.6
CUST-01817,13,1,17.7
CUST-01818,18,2,39.2
CUST-01819,19,2,46.8
CUST-01820,8,2,35.2
CUST-01821,0,2,48.0
CUST-01822,16,1,51.2
CUST-01823,12,8,46.6
CUST-01824,15,0,40.2
CUST-01825,15,0,52.5
CUST-01826,18,0,56.6
CUST-01827,14,0,33.6
CUST-01828,26,3,71.2
CUST-01829,22,3,48.5
CUST-01830,26,1,50.3
CUST-01831,19,2,60.6
CUST-01832,9,0,53.5
CUST-01833,15,5,64.3
CUST-01834,11,0,54.3
CUST-01835,8,2,40.8
CUST-01836,9,0,55.4
CUST-01837,5,2,32.8
CUST-01838,10,1,51.6
CUST-01839,25,2,49.5
CUST-01840,10,2,46.9
CUST-01841,12,2,48.1
CUST-01842,16,0,21.8
CUST-01843,16,2,41.8
CUST-01844,17,0,51.4
CUST-01845,14,1,52.4
CUST-01846,1,5,34.6
CUST-01847,15,2,69.0
CUST-01848,22,3,37.0
CUST-01849,16,1,64.5
CUST-01850,1,8,56.4
CUST-01851,16,2,40.3
CUST-01852,26,0,76.6
CUST-01853,19,2,32.1
CUST-01854,15,1,63.8
CUST-01855,11,0,65.0
CUST-01856,26,2,39.9
CUST-01857,25,2,70.9
CUST-01858,10,1,46.2
CUST-01859,20,1,54.3
CUST-01860,24,1,53.9
